UniProtID,GeneName,Class,isInMatrisome,Division,Category,probability
Q8N4B4,FBXO39,nonECM,No,NULL,NULL,0.750181818
Q75N90,FBN3,ECM,Yes,Core matrisome,ECM Glycoproteins,0.986585859
Q5XX13,FBXW10,nonECM,No,NULL,NULL,0.54789899
P11487,FGF3,ECM,Yes,Matrisome-associated,Secreted Factors,0.651090909
P61328,FGF12,ECM,Yes,Matrisome-associated,Secreted Factors,0.517212121
P0C7X4,FTH1P19,nonECM,No,NULL,NULL,0.727676768
P09038,FGF2,ECM,Yes,Matrisome-associated,Secreted Factors,0.815919192
Q96C11,FGGY,nonECM,No,NULL,NULL,0.740545455
Q5VT79,ANXA8L1,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.591111111
Q5T1B0,AXDND1,nonECM,No,NULL,NULL,0.89579798
O75815,BCAR3,nonECM,No,NULL,NULL,0.77430303
Q9BQE9,BCL7B,nonECM,No,NULL,NULL,0.71230303
Q7L4P6,BEND5,nonECM,No,NULL,NULL,0.95569697
Q6P575,GUSBP11,nonECM,No,NULL,NULL,0.631151515
Q67FW5,B3GNTL1,nonECM,No,NULL,NULL,0.572787879
Q8NDB2,BANK1,nonECM,No,NULL,NULL,0.788424242
Q9UIF8,BAZ2B,nonECM,No,NULL,NULL,0.905232323
Q8NDZ0,BEND2,nonECM,No,NULL,NULL,0.621636364
Q9HBH7,BEX1,nonECM,No,NULL,NULL,0.761030303
Q9BXY8,BEX2,nonECM,No,NULL,NULL,0.757757576
P42127,ASIP,nonECM,No,NULL,NULL,0.608808081
Q2TB18,ASTE1,nonECM,No,NULL,NULL,0.90389899
O95260,ATE1,nonECM,No,NULL,NULL,0.588808081
Q9NT62,ATG3,nonECM,No,NULL,NULL,0.52020202
Q5TC12,ATPAF1,nonECM,No,NULL,NULL,0.601494949
Q9UP79,ADAMTS8,ECM,Yes,Matrisome-associated,ECM Regulators,0.968444444
Q9P281,BAHCC1,nonECM,No,NULL,NULL,0.563010101
Q9UKP5,ADAMTS6,ECM,Yes,Matrisome-associated,ECM Regulators,0.955434343
P59052,B3GALT5-AS1,ECM,No,NULL,NULL,0.522969697
Q9H503,BANF2,nonECM,No,NULL,NULL,0.718808081
Q86Y30,BAGE2,nonECM,No,NULL,NULL,0.518525253
Q86Y29,BAGE3,nonECM,No,NULL,NULL,0.517252525
Q86Y28,BAGE4,ECM,No,NULL,NULL,0.518525253
Q86Y27,BAGE5,ECM,No,NULL,NULL,0.51979798
O60756,BCE1,nonECM,No,NULL,NULL,0.644929293
Q9BUH8,BEGAIN,nonECM,No,NULL,NULL,0.856565657
Q9NZM4,BICRA,ECM,No,NULL,NULL,0.602848485
Q6AI39,BICRAL,ECM,No,NULL,NULL,0.532828283
Q8WXS8,ADAMTS14,ECM,Yes,Matrisome-associated,ECM Regulators,0.936363636
P59510,ADAMTS20,ECM,Yes,Matrisome-associated,ECM Regulators,0.979393939
O95450,ADAMTS2,ECM,Yes,Matrisome-associated,ECM Regulators,0.92430303
Q3ZCQ2,ANXA2R,nonECM,No,NULL,NULL,0.725292929
Q9NQS1,AVEN,nonECM,No,NULL,NULL,0.600424242
Q8TE57,ADAMTS16,ECM,Yes,Matrisome-associated,ECM Regulators,0.972606061
Q8TE56,ADAMTS17,ECM,Yes,Matrisome-associated,ECM Regulators,0.988606061
P17735,TAT,nonECM,No,NULL,NULL,0.598383838
P0C853,BAALC-AS2,nonECM,No,NULL,NULL,0.685030303
Q13072,BAGE,ECM,No,NULL,NULL,0.523717172
Q8TDM0,BCAS4,nonECM,No,NULL,NULL,0.764505051
Q9HAY6,BCO1,nonECM,No,NULL,NULL,0.724424242
A2AJT9,BCLAF3,nonECM,No,NULL,NULL,0.801494949
Q9H0Y0,ATG10,ECM,No,NULL,NULL,0.511555556
Q6ZMM2,ADAMTSL5,ECM,Yes,Matrisome-associated,ECM Regulators,0.925292929
Q9H324,ADAMTS10,ECM,Yes,Matrisome-associated,ECM Regulators,0.992989899
P58397,ADAMTS12,ECM,Yes,Matrisome-associated,ECM Regulators,0.986747475
Q6ZP68,ATP11AUN,nonECM,No,NULL,NULL,0.645919192
Q9H3M9,ATXN3L,nonECM,No,NULL,NULL,0.871818182
Q9BZR8,BCL2L14,nonECM,No,NULL,NULL,0.859838384
Q9Y4P1,ATG4B,nonECM,No,NULL,NULL,0.561959596
Q96DT6,ATG4C,nonECM,No,NULL,NULL,0.638262626
O00244,ATOX1,nonECM,No,NULL,NULL,0.65640404
Q5T686,AVPI1,nonECM,No,NULL,NULL,0.829232323
A8MVX0,ARHGEF33,nonECM,No,NULL,NULL,0.952868687
P0C7U1,ASAH2B,nonECM,No,NULL,NULL,0.626727273
Q9NWX5,ASB6,nonECM,No,NULL,NULL,0.659515152
O95671,ASMTL,nonECM,No,NULL,NULL,0.634646465
Q96QE3,ATAD5,nonECM,No,NULL,NULL,0.921575758
Q5T6C5,ATXN7L2,nonECM,No,NULL,NULL,0.746909091
Q5TC04,ATP1A1-AS1,nonECM,No,NULL,NULL,0.688727273
P0DMR3,ATXN8OS,ECM,No,NULL,NULL,0.527676768
Q9Y4B4,RAD54L2,nonECM,No,NULL,NULL,0.789575758
P08243,ASNS,nonECM,No,NULL,NULL,0.846161616
L0R819,ASDURF,nonECM,No,NULL,NULL,0.592767677
Q8WWH4,ASZ1,nonECM,No,NULL,NULL,0.648121212
P08519,LPA,ECM,Yes,Matrisome-associated,ECM Regulators,0.936868687
O95236,APOL3,nonECM,No,NULL,NULL,0.826969697
Q5VV41,ARHGEF16,nonECM,No,NULL,NULL,0.877636364
Q8NDY3,ADPRHL1,nonECM,No,NULL,NULL,0.784848485
P11245,NAT2,nonECM,No,NULL,NULL,0.703555556
A6NEK1,ARRDC5,nonECM,No,NULL,NULL,0.581858586
Q495Z4,ASB16-AS1,ECM,No,NULL,NULL,0.537292929
Q8WXK3,ASB13,nonECM,No,NULL,NULL,0.590040404
Q96NS5,ASB16,nonECM,No,NULL,NULL,0.666343434
Q9Y575,ASB3,nonECM,No,NULL,NULL,0.693474747
P26436,ACRV1,nonECM,No,NULL,NULL,0.55189899
Q8WXI3,ASB10,nonECM,No,NULL,NULL,0.558343434
Q8WXH4,ASB11,nonECM,No,NULL,NULL,0.624606061
Q8WXK4,ASB12,nonECM,No,NULL,NULL,0.617151515
Q8WXJ9,ASB17,nonECM,No,NULL,NULL,0.749393939
Q6ZVZ8,ASB18,nonECM,No,NULL,NULL,0.626989899
Q8WWX0,ASB5,nonECM,No,NULL,NULL,0.575151515
Q9H672,ASB7,nonECM,No,NULL,NULL,0.652747475
A6ND91,ASPDH,nonECM,No,NULL,NULL,0.608949495
Q8WYN0,ATG4A,nonECM,No,NULL,NULL,0.615575758
Q86TH1,ADAMTSL2,ECM,Yes,Matrisome-associated,ECM Regulators,0.954080808
Q96QF7,GCNA,nonECM,No,NULL,NULL,0.567636364
P54922,ADPRH,nonECM,No,NULL,NULL,0.713939394
Q9UPQ3,AGAP1,nonECM,No,NULL,NULL,0.614868687
Q9NZD4,AHSP,nonECM,No,NULL,NULL,0.769454545
O43687,AKAP7,nonECM,No,NULL,NULL,0.621616162
Q9P2G1,ANKIB1,nonECM,No,NULL,NULL,0.732181818
Q5T2L2,AKR1C8P,nonECM,No,NULL,NULL,0.618565657
Q86TB3,ALPK2,nonECM,No,NULL,NULL,0.679010101
Q99218,AMELY,ECM,Yes,Core matrisome,ECM Glycoproteins,0.831151515
Q6NSI1,ANKRD26P1,nonECM,No,NULL,NULL,0.652828283
Q9NXL2,ARHGEF38,nonECM,No,NULL,NULL,0.929393939
Q8TER5,ARHGEF40,nonECM,No,NULL,NULL,0.627818182
Q96PE2,ARHGEF17,nonECM,No,NULL,NULL,0.655757576
Q8IW93,ARHGEF19,nonECM,No,NULL,NULL,0.838787879
Q9NR81,ARHGEF3,nonECM,No,NULL,NULL,0.882383838
P18440,NAT1,nonECM,No,NULL,NULL,0.740121212
Q9HBK9,AS3MT,nonECM,No,NULL,NULL,0.78759596
Q96DX5,ASB9,nonECM,No,NULL,NULL,0.578565657
A6NK59,ASB14,nonECM,No,NULL,NULL,0.641939394
Q8WXK1,ASB15,nonECM,No,NULL,NULL,0.638060606
Q96Q27,ASB2,nonECM,No,NULL,NULL,0.633656566
Q7L266,ASRGL1,nonECM,No,NULL,NULL,0.659232323
Q9ULK2,ATXN7L1,nonECM,No,NULL,NULL,0.810787879
O15085,ARHGEF11,nonECM,No,NULL,NULL,0.813212121
Q6P1M9,ARMCX5,nonECM,No,NULL,NULL,0.634808081
Q9UBL0,ARPP21,nonECM,No,NULL,NULL,0.833737374
Q9H765,ASB8,nonECM,No,NULL,NULL,0.681979798
Q9Y576,ASB1,nonECM,No,NULL,NULL,0.586545455
Q9Y574,ASB4,nonECM,No,NULL,NULL,0.626969697
Q9ULZ1,APLN,ECM,No,NULL,NULL,0.619858586
Q9HCE6,ARHGEF10L,nonECM,No,NULL,NULL,0.799414141
O43307,ARHGEF9,nonECM,No,NULL,NULL,0.758545455
Q9NVT9,ARMC1,nonECM,No,NULL,NULL,0.716343434
Q8NEN0,ARMC2,nonECM,No,NULL,NULL,0.805919192
Q9H993,ARMT1,nonECM,No,NULL,NULL,0.861575758
Q9H6L4,ARMC7,nonECM,No,NULL,NULL,0.659656566
Q8WZ64,ARAP2,nonECM,No,NULL,NULL,0.804484848
Q8N8L6,ARL10,nonECM,No,NULL,NULL,0.709555556
Q0P5N6,ARL16,nonECM,No,NULL,NULL,0.609353535
Q6T311,ARL9,nonECM,No,NULL,NULL,0.788282828
Q9H560,ANKRD19P,nonECM,No,NULL,NULL,0.691919192
Q8NB46,ANKRD52,nonECM,No,NULL,NULL,0.616969697
Q8TF21,ANKRD24,nonECM,No,NULL,NULL,0.81420202
Q6NXT1,ANKRD54,nonECM,No,NULL,NULL,0.561090909
Q8N6D5,ANKRD29,nonECM,No,NULL,NULL,0.662727273
Q8N283,ANKRD35,nonECM,No,NULL,NULL,0.818383838
Q9H9E1,ANKRA2,nonECM,No,NULL,NULL,0.58620202
P28039,AOAH,nonECM,No,NULL,NULL,0.654666667
Q63HQ0,AP1AR,nonECM,No,NULL,NULL,0.904666667
O95445,APOM,nonECM,No,NULL,NULL,0.537333333
O15033,AREL1,nonECM,No,NULL,NULL,0.581919192
Q5T9G4,ARMC12,nonECM,No,NULL,NULL,0.668666667
Q6NXE6,ARMC6,nonECM,No,NULL,NULL,0.762020202
Q9HB09,BCL2L12,nonECM,No,NULL,NULL,0.728464646
Q5TBC7,BCL2L15,nonECM,No,NULL,NULL,0.638444444
Q9BXH1,BBC3,nonECM,No,NULL,NULL,0.662787879
Q5H9J7,BEX5,nonECM,No,NULL,NULL,0.735252525
C9JSJ3,BHMG1,nonECM,No,NULL,NULL,0.566040404
Q9H694,BICC1,nonECM,No,NULL,NULL,0.776424242
A1A5D9,BICDL2,nonECM,No,NULL,NULL,0.830868687
Q9BX70,BTBD2,nonECM,No,NULL,NULL,0.687757576
Q9BQP9,BPIFA3,nonECM,No,NULL,NULL,0.599919192
Q58F21,BRDT,nonECM,No,NULL,NULL,0.900444444
Q9NW68,BSDC1,nonECM,No,NULL,NULL,0.771616162
Q96Q07,BTBD9,nonECM,No,NULL,NULL,0.822545455
C9JJ37,BTBD19,nonECM,No,NULL,NULL,0.807515152
Q7L1Q6,BZW1,nonECM,No,NULL,NULL,0.799373737
Q6NUI1,CCDC144NL,nonECM,No,NULL,NULL,0.616848485
Q9Y6E2,BZW2,nonECM,No,NULL,NULL,0.732565657
Q9BXJ3,C1QTNF4,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.604
Q6ZSJ8,C1orf122,nonECM,No,NULL,NULL,0.726040404
Q8TAB5,C1orf216,nonECM,No,NULL,NULL,0.650222222
Q8NAE3,LINC01555,nonECM,No,NULL,NULL,0.539191919
Q5VU69,C1orf189,nonECM,No,NULL,NULL,0.76369697
Q5T5A4,C1orf194,nonECM,No,NULL,NULL,0.765272727
Q5TG92,C1orf195,nonECM,No,NULL,NULL,0.636727273
Q9NP86,CABP5,nonECM,No,NULL,NULL,0.844666667
Q6ZSI9,CAPN12,ECM,No,NULL,NULL,0.549010101
Q7L3V2,RTL10,nonECM,No,NULL,NULL,0.587030303
Q7Z5Y6,BMP8A,ECM,Yes,Matrisome-associated,Secreted Factors,0.937111111
P59051,BRWD1-AS2,nonECM,No,NULL,NULL,0.565050505
A0A1B0GUI7,BRD3OS,nonECM,No,NULL,NULL,0.58579798
Q96KE9,BTBD6,nonECM,No,NULL,NULL,0.723212121
Q9P203,BTBD7,nonECM,No,NULL,NULL,0.839353535
Q96K17,BTF3L4,nonECM,No,NULL,NULL,0.771393939
Q9NY30,BTG4,nonECM,No,NULL,NULL,0.777555556
Q9H0C5,BTBD1,nonECM,No,NULL,NULL,0.693515152
P20290,BTF3,nonECM,No,NULL,NULL,0.812686869
Q5T3Y7,BVES-AS1,nonECM,No,NULL,NULL,0.585838384
Q96L14,CEP170P1,nonECM,No,NULL,NULL,0.856707071
Q8N6G1,LINC00337,nonECM,No,NULL,NULL,0.678464646
Q5SVJ3,C1orf100,nonECM,No,NULL,NULL,0.736929293
P10092,CALCB,nonECM,No,NULL,NULL,0.526424242
O14815,CAPN9,nonECM,No,NULL,NULL,0.60240404
Q8WWF8,CAPSL,nonECM,No,NULL,NULL,0.835656566
Q5XLA6,CARD17,nonECM,No,NULL,NULL,0.741494949
P57730,CARD18,nonECM,No,NULL,NULL,0.809919192
Q8N4J0,CARNMT1,nonECM,No,NULL,NULL,0.716020202
Q8TE60,ADAMTS18,ECM,Yes,Matrisome-associated,ECM Regulators,0.956141414
Q8TE59,ADAMTS19,ECM,Yes,Matrisome-associated,ECM Regulators,0.886888889
Q9H1Z8,C2orf40,ECM,No,NULL,NULL,0.510141414
Q9H6S1,AZI2,nonECM,No,NULL,NULL,0.940262626
Q99933,BAG1,nonECM,No,NULL,NULL,0.900161616
P0C6P0,NBEAP1,nonECM,No,NULL,NULL,0.608
Q86UB2,BIVM,nonECM,No,NULL,NULL,0.719171717
Q8IZY5,BLID,nonECM,No,NULL,NULL,0.706868687
Q9H8M2,BRD9,nonECM,No,NULL,NULL,0.962707071
Q8N1D0,SLC22A18AS,nonECM,No,NULL,NULL,0.707232323
Q3MJ40,CCDC144B,nonECM,No,NULL,NULL,0.818363636
Q8IYA2,CCDC144CP,nonECM,No,NULL,NULL,0.906242424
Q2TBE0,CWF19L2,nonECM,No,NULL,NULL,0.854707071
Q68D86,CCDC102B,nonECM,No,NULL,NULL,0.857272727
Q9H246,C1orf21,nonECM,No,NULL,NULL,0.723373737
Q9BV19,C1orf50,nonECM,No,NULL,NULL,0.754747475
Q8NDD1,C1orf131,nonECM,No,NULL,NULL,0.821555556
Q5T0J3,C1orf220,nonECM,No,NULL,NULL,0.569939394
A1L170,C1orf226,nonECM,No,NULL,NULL,0.691515152
Q6ZS94,C1orf229,ECM,No,NULL,NULL,0.524686869
A0A0U1RR37,C1orf232,nonECM,No,NULL,NULL,0.682565657
B1AJZ1,C1orf196,nonECM,No,NULL,NULL,0.654646465
Q86Y37,CACUL1,nonECM,No,NULL,NULL,0.708606061
Q8TD86,CALML6,nonECM,No,NULL,NULL,0.825474747
P07451,CA3,ECM,No,NULL,NULL,0.540020202
Q6PGQ7,BORA,nonECM,No,NULL,NULL,0.708727273
Q9GZL8,BPESC1,nonECM,No,NULL,NULL,0.556020202
P59827,BPIFB4,nonECM,No,NULL,NULL,0.560545455
Q14201,BTG3,nonECM,No,NULL,NULL,0.638525253
Q4G0S4,CYP27C1,nonECM,No,NULL,NULL,0.736424242
Q6ZMU1,C3P1,nonECM,No,NULL,NULL,0.700666667
O95561,C1orf105,nonECM,No,NULL,NULL,0.815656566
Q5VVC0,C1orf146,nonECM,No,NULL,NULL,0.782222222
Q8N0U7,C1orf87,nonECM,No,NULL,NULL,0.939151515
Q8NC38,ZNF436-AS1,nonECM,No,NULL,NULL,0.869090909
Q9H8G2,CAAP1,nonECM,No,NULL,NULL,0.679292929
Q8N1I8,CACTIN-AS1,nonECM,No,NULL,NULL,0.790343434
Q8TDN4,CABLES1,nonECM,No,NULL,NULL,0.619838384
Q8NFZ8,CADM4,ECM,No,NULL,NULL,0.609535354
Q8TC20,CAGE1,nonECM,No,NULL,NULL,0.922707071
P06881,CALCA,nonECM,No,NULL,NULL,0.522464646
Q96GE6,CALML4,nonECM,No,NULL,NULL,0.834262626
A8MX76,CAPN14,nonECM,No,NULL,NULL,0.623818182
O75808,CAPN15,nonECM,No,NULL,NULL,0.509393939
Q96LZ3,PPP3R2,nonECM,No,NULL,NULL,0.771575758
Q5EG05,CARD16,nonECM,No,NULL,NULL,0.869737374
P05814,CSN2,nonECM,No,NULL,NULL,0.688262626
P47710,CSN1S1,nonECM,No,NULL,NULL,0.87
Q6UXS9,CASP12,nonECM,No,NULL,NULL,0.846525253
Q08AI8,C2orf54,nonECM,No,NULL,NULL,0.742848485
Q6P9G0,CYB5D1,nonECM,No,NULL,NULL,0.728747475
Q9UI42,CPA4,ECM,No,NULL,NULL,0.704909091
Q8WXQ8,CPA5,ECM,No,NULL,NULL,0.645212121
Q8N4T0,CPA6,ECM,No,NULL,NULL,0.642868687
Q96MI9,AGBL1,nonECM,No,NULL,NULL,0.748565657
Q6ZRS4,CCDC129,nonECM,No,NULL,NULL,0.837494949
Q9BRT8,CBWD1,nonECM,No,NULL,NULL,0.75620202
A6NNP5,CCDC169,nonECM,No,NULL,NULL,0.881232323
Q6TFL3,CCDC171,nonECM,No,NULL,NULL,0.899434343
Q6ZVT6,C3orf67,nonECM,No,NULL,NULL,0.785171717
Q6ZRV3,LINC00696,ECM,No,NULL,NULL,0.511959596
P0CE67,C3orf79,nonECM,No,NULL,NULL,0.538060606
Q8WUD4,CCDC12,nonECM,No,NULL,NULL,0.899333333
Q5VVM6,CCDC30,nonECM,No,NULL,NULL,0.89
Q96LX7,CCDC17,nonECM,No,NULL,NULL,0.856424242
Q8TC90,CCER1,nonECM,No,NULL,NULL,0.750545455
Q6ZUT6,CCDC9B,nonECM,No,NULL,NULL,0.776464646
Q99616,CCL13,ECM,Yes,Matrisome-associated,Secreted Factors,0.713959596
Q16627,CCL14,ECM,Yes,Matrisome-associated,Secreted Factors,0.619858586
Q99731,CCL19,ECM,Yes,Matrisome-associated,Secreted Factors,0.862585859
Q32M84,BTBD16,nonECM,No,NULL,NULL,0.911212121
Q69YN2,CWF19L1,nonECM,No,NULL,NULL,0.642747475
Q53TS8,C2CD6,nonECM,No,NULL,NULL,0.863232323
Q6ZSU1,CYP2G1P,nonECM,No,NULL,NULL,0.614181818
P09871,C1S,ECM,No,NULL,NULL,0.930242424
Q9NX04,C1orf109,nonECM,No,NULL,NULL,0.890484848
Q5VVS0,C1orf140,nonECM,No,NULL,NULL,0.652424242
Q8N1D5,C1orf158,nonECM,No,NULL,NULL,0.697858586
Q8N9H9,C1orf127,nonECM,No,NULL,NULL,0.502181818
Q5SR53,PIK3CD-AS1,nonECM,No,NULL,NULL,0.627878788
P55211,CASP9,nonECM,No,NULL,NULL,0.81989899
Q5JVX7,C1orf141,nonECM,No,NULL,NULL,0.921414141
Q8N6N3,C1orf52,nonECM,No,NULL,NULL,0.737636364
Q5VUE5,C1orf53,nonECM,No,NULL,NULL,0.536606061
Q8WWF1,C1orf54,nonECM,No,NULL,NULL,0.653535354
Q96LT6,C1orf74,nonECM,No,NULL,NULL,0.61230303
P35219,CA8,ECM,No,NULL,NULL,0.557232323
Q9UMQ6,CAPN11,nonECM,No,NULL,NULL,0.547656566
Q6MZZ7,CAPN13,nonECM,No,NULL,NULL,0.589272727
Q8IU53,CASC2,nonECM,No,NULL,NULL,0.503777778
Q8NAP1,CASTOR3,nonECM,No,NULL,NULL,0.685676768
P51878,CASP5,nonECM,No,NULL,NULL,0.914646465
Q5NE16,CTSL3P,nonECM,No,NULL,NULL,0.682363636
Q8WTX7,CASTOR1,nonECM,No,NULL,NULL,0.706727273
A6NHX0,CASTOR2,nonECM,No,NULL,NULL,0.683171717
Q8N5S3,C2orf73,nonECM,No,NULL,NULL,0.811272727
Q0P641,C2orf80,nonECM,No,NULL,NULL,0.899393939
Q6ZV80,C2orf91,nonECM,No,NULL,NULL,0.538444444
Q8WU43,C2orf15,nonECM,No,NULL,NULL,0.666949495
Q9NTU7,CBLN4,ECM,Yes,Matrisome-associated,Secreted Factors,0.892888889
P15086,CPB1,ECM,No,NULL,NULL,0.539555556
P15169,CPN1,ECM,No,NULL,NULL,0.65379798
Q8NEM8,AGBL3,nonECM,No,NULL,NULL,0.645010101
Q66K79,CPZ,ECM,No,NULL,NULL,0.791171717
Q9BWC9,CCDC106,nonECM,No,NULL,NULL,0.90440404
Q8IWD4,CCDC117,nonECM,No,NULL,NULL,0.766343434
Q96M34,C3orf30,nonECM,No,NULL,NULL,0.745757576
Q17RM4,CCDC142,nonECM,No,NULL,NULL,0.724020202
Q5T0U0,CCDC122,nonECM,No,NULL,NULL,0.86789899
Q6ZUS6,CCDC149,nonECM,No,NULL,NULL,0.886242424
A0A096LP49,CCDC187,nonECM,No,NULL,NULL,0.877131313
Q96L96,ALPK3,nonECM,No,NULL,NULL,0.522707071
Q8IY45,AMN1,ECM,No,NULL,NULL,0.544121212
Q5CZ79,ANKRD20A8P,nonECM,No,NULL,NULL,0.84020202
Q9BXX3,ANKRD30A,nonECM,No,NULL,NULL,0.89779798
Q400G9,AMZ1,nonECM,No,NULL,NULL,0.721777778
P0C6C1,ANKRD34C,nonECM,No,NULL,NULL,0.576141414
A6QL64,ANKRD36,nonECM,No,NULL,NULL,0.888707071
A6NCL7,ANKRD33B,nonECM,No,NULL,NULL,0.546666667
Q6P6B7,ANKRD16,nonECM,No,NULL,NULL,0.621757576
Q8N8A2,ANKRD44,nonECM,No,NULL,NULL,0.639333333
Q9UJ72,ANXA10,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.527373737
A0A1B0GTR0,EDDM13,nonECM,No,NULL,NULL,0.59359596
Q008S8,ECT2L,nonECM,No,NULL,NULL,0.802888889
Q7L9B9,EEPD1,nonECM,No,NULL,NULL,0.769272727
A8MZ26,EFCAB9,nonECM,No,NULL,NULL,0.754121212
Q9HA90,EFCC1,nonECM,No,NULL,NULL,0.766222222
Q9BUY7,EFCAB11,nonECM,No,NULL,NULL,0.781959596
Q5JST6,EFHC2,nonECM,No,NULL,NULL,0.707616162
Q7Z2Z2,EFL1,nonECM,No,NULL,NULL,0.756868687
Q9NR50,EIF2B3,nonECM,No,NULL,NULL,0.561515152
Q14576,ELAVL3,nonECM,No,NULL,NULL,0.615070707
Q96JJ3,ELMO2,nonECM,No,NULL,NULL,0.872828283
P15502,ELN,ECM,Yes,Core matrisome,ECM Glycoproteins,0.817979798
Q8TE02,ELP5,nonECM,No,NULL,NULL,0.712707071
Q9NT22,EMILIN3,ECM,Yes,Core matrisome,ECM Glycoproteins,0.749252525
P61567,ERVK-7,nonECM,No,NULL,NULL,0.587717172
Q9UKH3,ERVK-9,nonECM,No,NULL,NULL,0.709777778
Q9UBQ5,EIF3K,nonECM,No,NULL,NULL,0.845050505
Q9NVF9,ETNK2,nonECM,No,NULL,NULL,0.793111111
P26378,ELAVL4,nonECM,No,NULL,NULL,0.588141414
P0DMC3,APELA,nonECM,No,NULL,NULL,0.597333333
Q96BJ8,ELMO3,nonECM,No,NULL,NULL,0.862323232
Q8NFI3,ENGASE,nonECM,No,NULL,NULL,0.708949495
Q58FF3,HSP90B2P,nonECM,No,NULL,NULL,0.812060606
Q8IYW4,ENTHD1,nonECM,No,NULL,NULL,0.84440404
A6NDY0,PABPN1L,nonECM,No,NULL,NULL,0.627939394
O95278,EPM2A,ECM,No,NULL,NULL,0.534282828
P84090,ERH,nonECM,No,NULL,NULL,0.651757576
P20800,EDN2,ECM,No,NULL,NULL,0.55979798
Q8N4Y2,CRACR2B,nonECM,No,NULL,NULL,0.818545455
A6NFE3,EFCAB10,nonECM,No,NULL,NULL,0.797515152
Q0D2K5,EGFEM1P,ECM,No,NULL,NULL,0.793212121
Q8IUX8,EGFL6,ECM,Yes,Matrisome-associated,Secreted Factors,0.889252525
Q9GZT9,EGLN1,nonECM,Yes,Matrisome-associated,ECM Regulators,0.543292929
Q8N3D4,EHBP1L1,nonECM,No,NULL,NULL,0.606585859
P56555,DSCR4,nonECM,No,NULL,NULL,0.623070707
O95147,DUSP14,nonECM,No,NULL,NULL,0.709757576
O60941,DTNB,nonECM,No,NULL,NULL,0.89040404
Q99956,DUSP9,nonECM,No,NULL,NULL,0.529737374
Q9NRW4,DUSP22,nonECM,No,NULL,NULL,0.765474747
Q86Y13,DZIP3,nonECM,No,NULL,NULL,0.943171717
Q6ZTU2,EP400P1,nonECM,No,NULL,NULL,0.614888889
Q96F86,EDC3,nonECM,No,NULL,NULL,0.719373737
Q8IY85,EFCAB13,nonECM,No,NULL,NULL,0.918767677
O75071,EFCAB14,nonECM,No,NULL,NULL,0.924424242
Q96G04,EEF2KMT,nonECM,No,NULL,NULL,0.625131313
Q96FN9,DTD2,nonECM,No,NULL,NULL,0.654424242
Q4G0W2,DUSP28,nonECM,No,NULL,NULL,0.796565657
Q9BQI3,EIF2AK1,nonECM,No,NULL,NULL,0.715555556
Q9HCS5,EPB41L4A,nonECM,No,NULL,NULL,0.785292929
Q56P03,EAPP,nonECM,No,NULL,NULL,0.708929293
P0CF75,EBLN1,nonECM,No,NULL,NULL,0.694080808
Q9NTX5,ECHDC1,nonECM,No,NULL,NULL,0.829131313
P14138,EDN3,ECM,No,NULL,NULL,0.505636364
P24534,EEF1B2,nonECM,No,NULL,NULL,0.78610101
Q658K8,EEF1DP3,nonECM,No,NULL,NULL,0.646929293
Q6NXP0,EFCAB12,nonECM,No,NULL,NULL,0.932585859
A4FU69,EFCAB5,nonECM,No,NULL,NULL,0.926707071
A8MWE9,EFCAB8,nonECM,No,NULL,NULL,0.762
P0DPD7,EEF1AKMT4,nonECM,No,NULL,NULL,0.709474747
Q9Y463,DYRK1B,nonECM,No,NULL,NULL,0.724969697
Q86YB7,ECHDC2,nonECM,No,NULL,NULL,0.798868687
Q63HQ2,EGFLAM,ECM,Yes,Core matrisome,ECM Glycoproteins,0.95359596
P49770,EIF2B2,nonECM,No,NULL,NULL,0.720949495
Q9UI10,EIF2B4,nonECM,No,NULL,NULL,0.874141414
Q9BU89,DOHH,nonECM,No,NULL,NULL,0.74969697
Q9BQC3,DPH2,nonECM,No,NULL,NULL,0.618080808
Q6V1X1,DPP8,ECM,No,NULL,NULL,0.502343434
P59020,DSCR9,nonECM,No,NULL,NULL,0.585959596
Q6ZMT9,DTHD1,nonECM,No,NULL,NULL,0.819030303
Q96PT4,DUX3,nonECM,No,NULL,NULL,0.697333333
O60739,EIF1B,nonECM,No,NULL,NULL,0.704969697
O71037,ERVK-19,nonECM,No,NULL,NULL,0.712222222
P61566,ERVK-24,nonECM,No,NULL,NULL,0.554383838
P61570,ERVK-25,nonECM,No,NULL,NULL,0.728323232
Q9HDB8,ERVK-5,nonECM,No,NULL,NULL,0.505212121
P0DO92,T-ENOL,nonECM,No,NULL,NULL,0.587454545
A6NNW6,ENO4,nonECM,No,NULL,NULL,0.738626263
Q9UHY7,ENOPH1,nonECM,No,NULL,NULL,0.625959596
Q4G0M1,ERFE,nonECM,No,NULL,NULL,0.664666667
Q86X53,ERICH1,nonECM,No,NULL,NULL,0.665272727
Q1W209,ESRG,nonECM,No,NULL,NULL,0.601373737
O15371,EIF3D,nonECM,No,NULL,NULL,0.787414141
O00303,EIF3F,nonECM,No,NULL,NULL,0.552828283
Q7L2H7,EIF3M,nonECM,No,NULL,NULL,0.823737374
Q0PNE2,ELP6,nonECM,No,NULL,NULL,0.636626263
